                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.93015,                 1.1786,                 1.1654,                0.93828,                0.90872,                0.95985,                0.76274,                 0.7632,                0.46459,                 1.0127,              0.0033321,              0.0033321,              0.0033321
                      2,                0.82954,                0.63357,                 1.0728,                0.95898,                0.94445,                 0.9753,                0.79081,                0.73453,                0.41498,                0.99804,              0.0065995,              0.0065995,              0.0065995
                      3,                0.86918,                0.67792,                 1.0976,                0.95544,                0.94397,                  0.975,                0.78674,                0.74445,                0.43056,                 1.0073,              0.0098008,              0.0098008,              0.0098008
                      4,                0.86604,                0.66712,                 1.0982,                0.97223,                0.96735,                0.98655,                0.82632,                0.67261,                0.35572,                0.97628,               0.009703,               0.009703,               0.009703
                      5,                0.80631,                0.57713,                 1.0621,                0.97566,                0.97766,                 0.9898,                0.84259,                0.63597,                0.31353,                0.95439,               0.009703,               0.009703,               0.009703
                      6,                0.76613,                0.53058,                 1.0407,                0.98474,                0.97797,                0.99085,                0.85258,                0.60828,                0.29355,                0.93389,               0.009604,               0.009604,               0.009604
                      7,                 0.7444,                 0.5048,                 1.0305,                0.98255,                 0.9843,                0.99225,                0.86331,                0.59208,                0.27837,                0.92562,               0.009505,               0.009505,               0.009505
                      8,                0.72649,                0.48397,                 1.0201,                0.98671,                0.98215,                0.99244,                0.86851,                0.57625,                0.26617,                0.91814,               0.009406,               0.009406,               0.009406
                      9,                0.71428,                0.47116,                 1.0123,                0.98433,                0.98697,                0.99255,                0.87402,                0.56619,                 0.2593,                0.91066,               0.009307,               0.009307,               0.009307
                     10,                0.70069,                0.45686,                  1.004,                0.98697,                0.98779,                 0.9929,                0.87792,                0.55814,                 0.2526,                0.90531,               0.009208,               0.009208,               0.009208
                     11,                0.69167,                  0.446,                 1.0007,                0.98801,                0.98728,                 0.9931,                0.88048,                0.55187,                0.24917,                0.90319,               0.009109,               0.009109,               0.009109
                     12,                0.68391,                0.43816,                 0.9964,                0.98815,                0.98763,                0.99315,                0.88184,                0.54712,                0.24692,                0.90118,                0.00901,                0.00901,                0.00901
                     13,                0.67461,                0.42733,                0.98986,                0.98859,                0.98778,                0.99314,                0.88379,                0.54336,                0.24456,                0.89857,               0.008911,               0.008911,               0.008911
                     14,                0.66931,                0.42389,                0.98834,                0.98878,                0.98755,                0.99324,                0.88534,                0.53974,                0.24187,                0.89643,               0.008812,               0.008812,               0.008812
                     15,                0.66544,                0.41865,                0.98704,                0.98942,                0.98741,                 0.9933,                0.88667,                0.53688,                0.24005,                0.89458,               0.008713,               0.008713,               0.008713
                     16,                0.65985,                0.41354,                0.98338,                0.98994,                0.98695,                0.99334,                0.88763,                0.53398,                0.23818,                0.89279,               0.008614,               0.008614,               0.008614
                     17,                0.65434,                0.40802,                0.98191,                0.98964,                0.98716,                0.99343,                0.88892,                0.53069,                 0.2366,                0.89134,               0.008515,               0.008515,               0.008515
                     18,                0.65176,                0.40532,                0.97867,                0.98983,                0.98758,                0.99346,                0.88966,                0.52838,                0.23502,                 0.8894,               0.008416,               0.008416,               0.008416
                     19,                 0.6471,                0.40075,                0.97698,                0.99017,                 0.9881,                0.99351,                0.89125,                0.52519,                0.23317,                0.88765,               0.008317,               0.008317,               0.008317
                     20,                0.64159,                0.39894,                0.97363,                0.99081,                0.98833,                0.99353,                0.89257,                0.52219,                0.23179,                0.88603,               0.008218,               0.008218,               0.008218
                     21,                 0.6405,                0.39498,                0.97744,                0.99057,                0.98965,                0.99359,                0.89389,                0.51895,                0.23005,                0.88508,               0.008119,               0.008119,               0.008119
                     22,                 0.6337,                0.39243,                0.96994,                0.99089,                0.98984,                0.99362,                0.89459,                  0.516,                0.22864,                0.88368,                0.00802,                0.00802,                0.00802
                     23,                0.63313,                0.38927,                0.97107,                0.99107,                0.99003,                0.99365,                0.89597,                0.51318,                0.22703,                0.88235,               0.007921,               0.007921,               0.007921
                     24,                0.62983,                0.38577,                0.96957,                 0.9918,                0.98931,                0.99367,                0.89687,                0.51017,                0.22579,                0.88068,               0.007822,               0.007822,               0.007822
                     25,                0.62742,                0.38455,                 0.9698,                0.99111,                0.99091,                0.99368,                 0.8984,                0.50699,                0.22431,                  0.879,               0.007723,               0.007723,               0.007723
                     26,                0.62412,                0.38335,                0.96566,                0.99153,                0.99084,                0.99368,                0.89947,                0.50421,                0.22307,                0.87731,               0.007624,               0.007624,               0.007624
                     27,                0.61965,                0.37962,                0.96496,                0.99153,                0.99099,                0.99372,                0.90079,                0.50169,                0.22143,                0.87627,               0.007525,               0.007525,               0.007525
                     28,                0.61695,                0.37554,                0.96204,                0.99157,                0.99137,                0.99376,                0.90169,                0.49898,                0.21992,                0.87488,               0.007426,               0.007426,               0.007426
                     29,                0.61445,                0.37316,                 0.9606,                0.99204,                0.99159,                 0.9938,                0.90273,                0.49609,                0.21864,                0.87341,               0.007327,               0.007327,               0.007327
                     30,                0.61392,                0.37318,                0.95857,                0.99251,                0.99156,                0.99376,                0.90383,                 0.4932,                0.21722,                0.87124,               0.007228,               0.007228,               0.007228
                     31,                0.61013,                0.36856,                0.95705,                0.99317,                 0.9919,                0.99384,                0.90516,                 0.4904,                0.21549,                0.86921,               0.007129,               0.007129,               0.007129
                     32,                0.60768,                0.36748,                0.95753,                0.99294,                0.99218,                0.99386,                0.90586,                0.48775,                  0.214,                0.86833,                0.00703,                0.00703,                0.00703
                     33,                0.60464,                0.36402,                0.95449,                  0.992,                0.99284,                0.99388,                0.90682,                 0.4855,                0.21329,                  0.867,               0.006931,               0.006931,               0.006931
                     34,                0.60424,                0.36424,                0.95437,                 0.9921,                0.99294,                0.99389,                0.90783,                0.48319,                 0.2125,                0.86565,               0.006832,               0.006832,               0.006832
                     35,                0.60147,                0.36086,                0.95506,                0.99229,                0.99329,                0.99392,                0.90847,                 0.4807,                 0.2118,                0.86476,               0.006733,               0.006733,               0.006733
                     36,                0.59802,                0.36258,                0.95461,                0.99197,                 0.9937,                0.99395,                0.90924,                0.47868,                0.21074,                0.86364,               0.006634,               0.006634,               0.006634
                     37,                0.59482,                0.35754,                0.95278,                0.99296,                0.99299,                0.99397,                0.91002,                0.47652,                0.20969,                0.86255,               0.006535,               0.006535,               0.006535
                     38,                0.59368,                0.35653,                0.95091,                0.99314,                0.99326,                0.99399,                0.91064,                0.47428,                0.20894,                0.86136,               0.006436,               0.006436,               0.006436
                     39,                0.59159,                0.35423,                0.94965,                0.99311,                0.99312,                0.99401,                0.91162,                0.47207,                0.20816,                0.86019,               0.006337,               0.006337,               0.006337
                     40,                0.58918,                0.35107,                0.94685,                0.99322,                0.99364,                0.99402,                0.91252,                0.46999,                0.20685,                0.85916,               0.006238,               0.006238,               0.006238
                     41,                0.58649,                0.34962,                0.94884,                0.99261,                0.99451,                0.99404,                0.91304,                0.46788,                0.20577,                0.85825,               0.006139,               0.006139,               0.006139
                     42,                0.58391,                0.34899,                0.94708,                0.99271,                0.99453,                0.99404,                0.91419,                0.46593,                0.20462,                0.85761,                0.00604,                0.00604,                0.00604
